nameyear,name,datetime,year,month,day,hour,lat,long,pred_lat,pred_long,status,category,wind,pressure,ts_diameter,hu_diameter,rank
Igor-2010,Igor,9/12/2010 0:00,2010,9,12,0,17.6,-42,17.4,-40.4,hurricane,1,65,987,184.1248,17.2617,15
Igor-2010,Igor,9/12/2010 6:00,2010,9,12,6,17.7,-43.5,17.6,-42,hurricane,1,70,985,184.1248,17.2617,16
Igor-2010,Igor,9/12/2010 12:00,2010,9,12,12,17.7,-44.9,17.7,-43.5,hurricane,2,90,970,230.156,51.7851,17
Igor-2010,Igor,9/12/2010 18:00,2010,9,12,18,17.7,-46.1,17.7,-44.9,hurricane,4,115,948,276.1872,69.0468,18
Igor-2010,Igor,9/13/2010 0:00,2010,9,13,0,17.7,-47.3,17.7,-46.1,hurricane,4,130,935,276.1872,69.0468,19
Igor-2010,Igor,9/13/2010 6:00,2010,9,13,6,17.6,-48.3,17.7,-47.3,hurricane,4,130,935,310.7106,69.0468,20
Igor-2010,Igor,9/13/2010 12:00,2010,9,13,12,17.6,-49.3,17.6,-48.3,hurricane,4,130,933,310.7106,86.3085,21
Igor-2010,Igor,9/13/2010 18:00,2010,9,13,18,17.6,-50.2,17.6,-49.3,hurricane,4,125,937,333.7262,86.3085,22
Igor-2010,Igor,9/14/2010 0:00,2010,9,14,0,17.7,-50.9,17.6,-50.2,hurricane,4,125,937,333.7262,86.3085,23
Igor-2010,Igor,9/14/2010 6:00,2010,9,14,6,17.9,-51.5,17.7,-50.9,hurricane,4,115,945,333.7262,86.3085,24
Igor-2010,Igor,9/14/2010 12:00,2010,9,14,12,18.2,-52.1,17.9,-51.5,hurricane,4,115,945,333.7262,86.3085,25
Igor-2010,Igor,9/14/2010 18:00,2010,9,14,18,18.6,-52.8,18.2,-52.1,hurricane,4,125,933,391.2652,86.3085,26
Igor-2010,Igor,9/15/2010 0:00,2010,9,15,0,18.9,-53.5,18.6,-52.8,hurricane,4,135,924,391.2652,86.3085,27
Igor-2010,Igor,9/15/2010 6:00,2010,9,15,6,19.2,-54.1,18.9,-53.5,hurricane,4,125,935,391.2652,86.3085,28
Igor-2010,Igor,9/15/2010 12:00,2010,9,15,12,19.5,-54.7,19.2,-54.1,hurricane,4,115,945,391.2652,86.3085,29
Igor-2010,Igor,9/15/2010 18:00,2010,9,15,18,19.8,-55.3,19.5,-54.7,hurricane,4,115,942,402.773,103.5702,30
Igor-2010,Igor,9/16/2010 0:00,2010,9,16,0,20.1,-56,19.8,-55.3,hurricane,4,120,936,483.3276,120.8319,31
Igor-2010,Igor,9/16/2010 6:00,2010,9,16,6,20.4,-56.5,20.1,-56,hurricane,4,125,929,483.3276,120.8319,32
Igor-2010,Igor,9/16/2010 12:00,2010,9,16,12,20.8,-57.1,20.4,-56.5,hurricane,4,120,934,483.3276,120.8319,33
Igor-2010,Igor,9/16/2010 18:00,2010,9,16,18,21.4,-57.8,20.8,-57.1,hurricane,4,115,940,500.5893,155.3553,34
Igor-2010,Igor,9/17/2010 0:00,2010,9,17,0,21.8,-58.4,21.4,-57.8,hurricane,4,115,935,500.5893,155.3553,35
Igor-2010,Igor,9/17/2010 6:00,2010,9,17,6,22.2,-59.1,21.8,-58.4,hurricane,3,110,935,517.851,155.3553,36
Igor-2010,Igor,9/17/2010 12:00,2010,9,17,12,22.8,-59.9,22.2,-59.1,hurricane,3,100,945,517.851,155.3553,37
Igor-2010,Igor,9/17/2010 18:00,2010,9,17,18,23.5,-60.7,22.8,-59.9,hurricane,2,90,947,575.39,155.3553,38
Igor-2010,Igor,9/18/2010 0:00,2010,9,18,0,24.2,-61.6,23.5,-60.7,hurricane,2,90,947,575.39,155.3553,39
Igor-2010,Igor,9/18/2010 6:00,2010,9,18,6,24.9,-62.5,24.2,-61.6,hurricane,2,85,939,575.39,155.3553,40
Igor-2010,Igor,9/18/2010 12:00,2010,9,18,12,25.7,-63.3,24.9,-62.5,hurricane,2,85,939,575.39,155.3553,41
Igor-2010,Igor,9/18/2010 18:00,2010,9,18,18,26.6,-64,25.7,-63.3,hurricane,1,80,945,575.39,143.8475,42
Igor-2010,Igor,9/19/2010 0:00,2010,9,19,0,27.5,-64.6,26.6,-64,hurricane,1,80,945,575.39,143.8475,43
Igor-2010,Igor,9/19/2010 6:00,2010,9,19,6,28.4,-65.2,27.5,-64.6,hurricane,1,75,949,575.39,155.3553,44
Igor-2010,Igor,9/19/2010 12:00,2010,9,19,12,29.6,-65.6,28.4,-65.2,hurricane,1,75,949,632.929,155.3553,45
Igor-2010,Igor,9/19/2010 18:00,2010,9,19,18,30.8,-65.9,29.6,-65.6,hurricane,1,70,952,632.929,155.3553,46
Igor-2010,Igor,9/20/2010 0:00,2010,9,20,0,31.9,-65.7,30.8,-65.9,hurricane,1,65,953,632.929,172.617,47
Igor-2010,Igor,9/20/2010 6:00,2010,9,20,6,33.2,-65.2,31.9,-65.7,hurricane,1,65,957,690.468,172.617,48
Igor-2010,Igor,9/20/2010 12:00,2010,9,20,12,35.1,-64.2,33.2,-65.2,hurricane,1,65,960,690.468,172.617,49
Igor-2010,Igor,9/20/2010 18:00,2010,9,20,18,37.2,-62.6,35.1,-64.2,hurricane,1,65,960,690.468,155.3553,50
Igor-2010,Igor,9/21/2010 0:00,2010,9,21,0,39,-60.4,37.2,-62.6,hurricane,1,65,960,805.546,155.3553,51
Igor-2010,Igor,9/21/2010 6:00,2010,9,21,6,41.5,-57,39,-60.4,hurricane,1,65,960,805.546,155.3553,52
Igor-2010,Igor,9/21/2010 12:00,2010,9,21,12,44.8,-54.4,41.5,-57,hurricane,1,65,955,863.085,155.3553,53
Igor-2010,Igor,9/21/2010 15:00,2010,9,21,15,46.6,-53.2,44.8,-54.4,hurricane,1,75,950,863.085,155.3553,54
Julia-2010,Julia,9/12/2010 6:00,2010,9,12,6,12.9,-20.5,12.9,-20.5,tropical depression,-1,30,1007,0,0,0
Julia-2010,Julia,9/12/2010 12:00,2010,9,12,12,13,-21.3,12.9,-20.5,tropical depression,-1,30,1006,0,0,1
Julia-2010,Julia,9/12/2010 18:00,2010,9,12,18,13.1,-22.1,13,-21.3,tropical storm,0,35,1005,120.8319,0,2
Julia-2010,Julia,9/13/2010 0:00,2010,9,13,0,13.5,-23.1,13.1,-22.1,tropical storm,0,40,1004,120.8319,0,3
Julia-2010,Julia,9/13/2010 6:00,2010,9,13,6,14,-24.2,13.5,-23.1,tropical storm,0,40,1004,120.8319,0,4
Julia-2010,Julia,9/13/2010 12:00,2010,9,13,12,14.5,-25.4,14,-24.2,tropical storm,0,40,1004,120.8319,0,5
Julia-2010,Julia,9/13/2010 18:00,2010,9,13,18,15,-26.5,14.5,-25.4,tropical storm,0,45,1003,120.8319,0,6
Julia-2010,Julia,9/14/2010 0:00,2010,9,14,0,15.3,-27.5,15,-26.5,tropical storm,0,45,1002,120.8319,0,7
Julia-2010,Julia,9/14/2010 6:00,2010,9,14,6,15.6,-28.4,15.3,-27.5,tropical storm,0,60,994,120.8319,0,8
Julia-2010,Julia,9/14/2010 12:00,2010,9,14,12,15.9,-29.2,15.6,-28.4,hurricane,1,70,987,138.0936,46.0312,9
Julia-2010,Julia,9/14/2010 18:00,2010,9,14,18,16.1,-29.9,15.9,-29.2,hurricane,1,80,979,155.3553,46.0312,10
Julia-2010,Julia,9/15/2010 0:00,2010,9,15,0,16.4,-30.6,16.1,-29.9,hurricane,2,90,973,172.617,46.0312,11
Julia-2010,Julia,9/15/2010 6:00,2010,9,15,6,16.9,-31.4,16.4,-30.6,hurricane,3,110,956,189.8787,57.539,12
Julia-2010,Julia,9/15/2010 12:00,2010,9,15,12,17.7,-32.2,16.9,-31.4,hurricane,4,120,948,207.1404,57.539,13
Julia-2010,Julia,9/15/2010 18:00,2010,9,15,18,18.8,-33,17.7,-32.2,hurricane,4,115,951,224.4021,57.539,14
Julia-2010,Julia,9/16/2010 0:00,2010,9,16,0,19.9,-34.1,18.8,-33,hurricane,3,105,958,224.4021,57.539,15
Julia-2010,Julia,9/16/2010 6:00,2010,9,16,6,20.9,-35.8,19.9,-34.1,hurricane,3,100,962,258.9255,57.539,16
Julia-2010,Julia,9/16/2010 12:00,2010,9,16,12,21.8,-37.7,20.9,-35.8,hurricane,2,90,970,258.9255,57.539,17
Julia-2010,Julia,9/16/2010 18:00,2010,9,16,18,22.7,-40,21.8,-37.7,hurricane,1,80,977,258.9255,57.539,18
Julia-2010,Julia,9/17/2010 0:00,2010,9,17,0,23.1,-42,22.7,-40,hurricane,1,75,981,241.6638,57.539,19
Julia-2010,Julia,9/17/2010 6:00,2010,9,17,6,23.5,-44,23.1,-42,hurricane,1,75,981,241.6638,57.539,20
Julia-2010,Julia,9/17/2010 12:00,2010,9,17,12,23.9,-45.8,23.5,-44,hurricane,1,70,983,241.6638,57.539,21
Julia-2010,Julia,9/17/2010 18:00,2010,9,17,18,24.6,-47.4,23.9,-45.8,hurricane,1,65,986,241.6638,57.539,22
Julia-2010,Julia,9/18/2010 0:00,2010,9,18,0,25.6,-48.7,24.6,-47.4,tropical storm,0,60,988,258.9255,0,23
Julia-2010,Julia,9/18/2010 6:00,2010,9,18,6,26.9,-49.8,25.6,-48.7,tropical storm,0,55,991,276.1872,0,24
Julia-2010,Julia,9/18/2010 12:00,2010,9,18,12,28.3,-50.7,26.9,-49.8,tropical storm,0,50,994,293.4489,0,25
Julia-2010,Julia,9/18/2010 18:00,2010,9,18,18,29.8,-51.4,28.3,-50.7,tropical storm,0,50,993,310.7106,0,26
Julia-2010,Julia,9/19/2010 0:00,2010,9,19,0,31.4,-51.8,29.8,-51.4,tropical storm,0,55,989,327.9723,0,27
Julia-2010,Julia,9/19/2010 6:00,2010,9,19,6,32.8,-52,31.4,-51.8,tropical storm,0,50,993,327.9723,0,28
Julia-2010,Julia,9/19/2010 12:00,2010,9,19,12,33.9,-51.4,32.8,-52,tropical storm,0,45,995,327.9723,0,29
Julia-2010,Julia,9/19/2010 18:00,2010,9,19,18,34.6,-50.2,33.9,-51.4,tropical storm,0,45,995,345.234,0,30
Julia-2010,Julia,9/20/2010 0:00,2010,9,20,0,34.9,-49.2,34.6,-50.2,tropical storm,0,45,995,362.4957,0,31
Julia-2010,Julia,9/20/2010 6:00,2010,9,20,6,34.9,-48,34.9,-49.2,tropical storm,0,40,997,345.234,0,32
Julia-2010,Julia,9/20/2010 12:00,2010,9,20,12,34.7,-46.9,34.9,-48,tropical storm,0,40,999,345.234,0,33
Karl-2010,Karl,9/14/2010 12:00,2010,9,14,12,17.6,-82.3,17.6,-82.3,tropical depression,-1,30,1003,0,0,0
Karl-2010,Karl,9/14/2010 18:00,2010,9,14,18,18.1,-83.6,17.6,-82.3,tropical storm,0,35,1001,11.5078,0,1
Karl-2010,Karl,9/15/2010 0:00,2010,9,15,0,18.3,-85,18.1,-83.6,tropical storm,0,40,999,34.5234,0,2
Karl-2010,Karl,9/15/2010 6:00,2010,9,15,6,18.3,-86.2,18.3,-85,tropical storm,0,55,997,80.5546,0,3
Karl-2010,Karl,9/15/2010 12:00,2010,9,15,12,18.5,-87.6,18.3,-86.2,tropical storm,0,55,991,86.3085,0,4
Karl-2010,Karl,9/15/2010 18:00,2010,9,15,18,18.8,-88.8,18.5,-87.6,tropical storm,0,45,994,63.2929,0,5
Karl-2010,Karl,9/16/2010 0:00,2010,9,16,0,19.2,-90.1,18.8,-88.8,tropical storm,0,40,997,57.539,0,6
Karl-2010,Karl,9/16/2010 6:00,2010,9,16,6,19.4,-91.1,19.2,-90.1,tropical storm,0,45,994,86.3085,0,7
Karl-2010,Karl,9/16/2010 12:00,2010,9,16,12,19.6,-92.2,19.4,-91.1,tropical storm,0,55,986,120.8319,0,8
Karl-2010,Karl,9/16/2010 18:00,2010,9,16,18,19.6,-93.3,19.6,-92.2,hurricane,1,70,982,126.5858,11.5078,9
Karl-2010,Karl,9/17/2010 0:00,2010,9,17,0,19.7,-94.1,19.6,-93.3,hurricane,2,85,971,161.1092,17.2617,10
Karl-2010,Karl,9/17/2010 6:00,2010,9,17,6,19.7,-94.9,19.7,-94.1,hurricane,2,95,966,184.1248,40.2773,11
Karl-2010,Karl,9/17/2010 12:00,2010,9,17,12,19.6,-95.6,19.7,-94.9,hurricane,3,110,956,172.617,40.2773,12
Karl-2010,Karl,9/17/2010 15:00,2010,9,17,15,19.4,-96,19.6,-95.6,hurricane,3,110,970,172.617,40.2773,13
Karl-2010,Karl,9/17/2010 16:00,2010,9,17,16,19.3,-96.2,19.4,-96,hurricane,3,100,976,172.617,40.2773,14
Karl-2010,Karl,9/17/2010 18:00,2010,9,17,18,19.2,-96.4,19.3,-96.2,hurricane,2,90,979,172.617,40.2773,15
Karl-2010,Karl,9/18/2010 0:00,2010,9,18,0,18.7,-97.1,19.2,-96.4,tropical storm,0,60,995,69.0468,0,16
Karl-2010,Karl,9/18/2010 6:00,2010,9,18,6,18.6,-97.4,18.7,-97.1,tropical depression,-1,25,1005,0,0,17
Lisa-2010,Lisa,9/20/2010 18:00,2010,9,20,18,16.3,-32,16.3,-32,tropical depression,-1,30,1006,0,0,0
Lisa-2010,Lisa,9/21/2010 0:00,2010,9,21,0,16.8,-31.9,16.3,-32,tropical storm,0,35,1005,63.2929,0,1
Lisa-2010,Lisa,9/21/2010 6:00,2010,9,21,6,17.3,-31.8,16.8,-31.9,tropical storm,0,40,1003,63.2929,0,2
Lisa-2010,Lisa,9/21/2010 12:00,2010,9,21,12,17.7,-31.7,17.3,-31.8,tropical storm,0,40,1002,69.0468,0,3
Lisa-2010,Lisa,9/21/2010 18:00,2010,9,21,18,17.8,-31.5,17.7,-31.7,tropical storm,0,40,1002,80.5546,0,4
Lisa-2010,Lisa,9/22/2010 0:00,2010,9,22,0,17.6,-31.3,17.8,-31.5,tropical storm,0,35,1003,92.0624,0,5
Lisa-2010,Lisa,9/22/2010 6:00,2010,9,22,6,17.3,-30.9,17.6,-31.3,tropical storm,0,35,1003,92.0624,0,6
Lisa-2010,Lisa,9/22/2010 12:00,2010,9,22,12,17.3,-30.4,17.3,-30.9,tropical storm,0,35,1003,92.0624,0,7
Lisa-2010,Lisa,9/22/2010 18:00,2010,9,22,18,17.4,-30,17.3,-30.4,tropical depression,-1,30,1005,0,0,8
Lisa-2010,Lisa,9/23/2010 0:00,2010,9,23,0,17.5,-29.7,17.4,-30,tropical depression,-1,30,1005,0,0,9
Lisa-2010,Lisa,9/23/2010 6:00,2010,9,23,6,17.5,-29.3,17.5,-29.7,tropical depression,-1,30,1005,0,0,10
Lisa-2010,Lisa,9/23/2010 12:00,2010,9,23,12,17.5,-28.8,17.5,-29.3,tropical storm,0,35,1004,92.0624,0,11
Lisa-2010,Lisa,9/23/2010 18:00,2010,9,23,18,17.6,-28.3,17.5,-28.8,tropical storm,0,35,1003,92.0624,0,12
Lisa-2010,Lisa,9/24/2010 0:00,2010,9,24,0,17.9,-28,17.6,-28.3,tropical storm,0,35,1002,92.0624,0,13
Lisa-2010,Lisa,9/24/2010 6:00,2010,9,24,6,18.3,-27.7,17.9,-28,tropical storm,0,40,1001,92.0624,0,14
Lisa-2010,Lisa,9/24/2010 12:00,2010,9,24,12,19,-27.6,18.3,-27.7,tropical storm,0,50,998,92.0624,0,15
Lisa-2010,Lisa,9/24/2010 18:00,2010,9,24,18,19.7,-27.7,19,-27.6,tropical storm,0,60,993,92.0624,0,16
Lisa-2010,Lisa,9/24/2010 21:00,2010,9,24,21,20,-27.7,19.7,-27.7,hurricane,1,65,988,92.0624,23.0156,17
Lisa-2010,Lisa,9/25/2010 0:00,2010,9,25,0,20.4,-27.8,20,-27.7,hurricane,1,75,982,92.0624,23.0156,18
Lisa-2010,Lisa,9/25/2010 6:00,2010,9,25,6,21.3,-28,20.4,-27.8,hurricane,1,70,986,92.0624,23.0156,19
Lisa-2010,Lisa,9/25/2010 12:00,2010,9,25,12,22.3,-28.3,21.3,-28,tropical storm,0,60,990,92.0624,0,20
Lisa-2010,Lisa,9/25/2010 18:00,2010,9,25,18,23.2,-28.6,22.3,-28.3,tropical storm,0,50,996,92.0624,0,21
Lisa-2010,Lisa,9/26/2010 0:00,2010,9,26,0,24,-28.8,23.2,-28.6,tropical storm,0,40,1002,92.0624,0,22
Lisa-2010,Lisa,9/26/2010 6:00,2010,9,26,6,24.8,-28.9,24,-28.8,tropical storm,0,35,1004,92.0624,0,23
Lisa-2010,Lisa,9/26/2010 12:00,2010,9,26,12,25.3,-29,24.8,-28.9,tropical depression,-1,30,1006,0,0,24
Matthew-2010,Matthew,9/23/2010 12:00,2010,9,23,12,13.7,-74.8,13.7,-74.8,tropical depression,-1,30,1008,0,0,0
Matthew-2010,Matthew,9/23/2010 18:00,2010,9,23,18,13.9,-76.2,13.7,-74.8,tropical storm,0,35,1007,103.5702,0,1
Matthew-2010,Matthew,9/24/2010 0:00,2010,9,24,0,14,-77.7,13.9,-76.2,tropical storm,0,40,1005,86.3085,0,2
Matthew-2010,Matthew,9/24/2010 6:00,2010,9,24,6,14,-79.3,14,-77.7,tropical storm,0,45,1003,86.3085,0,3
Matthew-2010,Matthew,9/24/2010 12:00,2010,9,24,12,14.2,-81.1,14,-79.3,tropical storm,0,45,1001,120.8319,0,4
Matthew-2010,Matthew,9/24/2010 18:00,2010,9,24,18,14.6,-83,14.2,-81.1,tropical storm,0,50,998,172.617,0,5
Matthew-2010,Matthew,9/24/2010 19:00,2010,9,24,19,14.7,-83.3,14.6,-83,tropical storm,0,50,998,172.617,0,6
Matthew-2010,Matthew,9/25/2010 0:00,2010,9,25,0,15.2,-84.6,14.7,-83.3,tropical storm,0,50,998,224.4021,0,7
Matthew-2010,Matthew,9/25/2010 6:00,2010,9,25,6,15.8,-86.1,15.2,-84.6,tropical storm,0,45,998,172.617,0,8
Matthew-2010,Matthew,9/25/2010 12:00,2010,9,25,12,16.3,-87.7,15.8,-86.1,tropical storm,0,35,1000,138.0936,0,9
Matthew-2010,Matthew,9/25/2010 15:00,2010,9,25,15,16.5,-88.4,16.3,-87.7,tropical storm,0,35,1000,138.0936,0,10
Matthew-2010,Matthew,9/25/2010 18:00,2010,9,25,18,16.7,-89.4,16.5,-88.4,tropical depression,-1,30,1000,0,0,11
Matthew-2010,Matthew,9/26/2010 0:00,2010,9,26,0,17,-90.8,16.7,-89.4,tropical depression,-1,30,1001,0,0,12
Matthew-2010,Matthew,9/26/2010 6:00,2010,9,26,6,17.3,-91.9,17,-90.8,tropical depression,-1,25,1002,0,0,13
Nicole-2010,Nicole,9/28/2010 12:00,2010,9,28,12,20.4,-83,20.4,-83,tropical storm,0,35,1001,345.234,0,0
Nicole-2010,Nicole,9/28/2010 18:00,2010,9,28,18,21,-82.7,20.4,-83,tropical storm,0,40,999,345.234,0,1
Nicole-2010,Nicole,9/29/2010 0:00,2010,9,29,0,21.4,-82.2,21,-82.7,tropical storm,0,35,997,345.234,0,2
Nicole-2010,Nicole,9/29/2010 6:00,2010,9,29,6,21.7,-81.6,21.4,-82.2,tropical storm,0,35,996,345.234,0,3
Nicole-2010,Nicole,9/29/2010 12:00,2010,9,29,12,21.9,-81,21.7,-81.6,tropical storm,0,40,995,345.234,0,4
Otto-2010,Otto,10/7/2010 12:00,2010,10,7,12,23.6,-68.3,23.6,-68.3,tropical storm,0,45,994,207.1404,0,0
Otto-2010,Otto,10/7/2010 18:00,2010,10,7,18,23.8,-67.8,23.6,-68.3,tropical storm,0,50,992,207.1404,0,1
Otto-2010,Otto,10/8/2010 0:00,2010,10,8,0,24,-67,23.8,-67.8,tropical storm,0,55,989,241.6638,0,2
Otto-2010,Otto,10/8/2010 6:00,2010,10,8,6,24.4,-66.1,24,-67,tropical storm,0,60,986,241.6638,0,3
Otto-2010,Otto,10/8/2010 12:00,2010,10,8,12,25.2,-64.8,24.4,-66.1,hurricane,1,65,983,264.6794,40.2773,4
Otto-2010,Otto,10/8/2010 18:00,2010,10,8,18,26.2,-63.3,25.2,-64.8,hurricane,1,70,980,264.6794,40.2773,5
Otto-2010,Otto,10/9/2010 0:00,2010,10,9,0,27.2,-61.7,26.2,-63.3,hurricane,1,75,976,299.2028,40.2773,6
Otto-2010,Otto,10/9/2010 6:00,2010,10,9,6,28.5,-59.7,27.2,-61.7,hurricane,1,75,978,299.2028,46.0312,7
Otto-2010,Otto,10/9/2010 12:00,2010,10,9,12,30,-57.3,28.5,-59.7,hurricane,1,70,981,299.2028,46.0312,8
Otto-2010,Otto,10/9/2010 18:00,2010,10,9,18,31.4,-54.3,30,-57.3,hurricane,1,65,985,299.2028,46.0312,9
Otto-2010,Otto,10/10/2010 0:00,2010,10,10,0,32.7,-50.9,31.4,-54.3,tropical storm,0,60,988,299.2028,0,10
Paula-2010,Paula,10/11/2010 0:00,2010,10,11,0,13.9,-81.8,13.9,-81.8,tropical depression,-1,30,1006,0,0,0
Paula-2010,Paula,10/11/2010 6:00,2010,10,11,6,14.4,-82.5,13.9,-81.8,tropical storm,0,35,1005,69.0468,0,1
Paula-2010,Paula,10/11/2010 12:00,2010,10,11,12,15,-83.2,14.4,-82.5,tropical storm,0,45,1004,86.3085,0,2
Paula-2010,Paula,10/11/2010 18:00,2010,10,11,18,15.7,-83.8,15,-83.2,tropical storm,0,60,1001,103.5702,0,3
Paula-2010,Paula,10/12/2010 0:00,2010,10,12,0,16.5,-84.4,15.7,-83.8,hurricane,1,65,996,103.5702,23.0156,4
Paula-2010,Paula,10/12/2010 6:00,2010,10,12,6,17.3,-85,16.5,-84.4,hurricane,1,65,991,103.5702,23.0156,5
Paula-2010,Paula,10/12/2010 12:00,2010,10,12,12,18.1,-85.6,17.3,-85,hurricane,1,75,986,103.5702,23.0156,6
Paula-2010,Paula,10/12/2010 18:00,2010,10,12,18,18.8,-85.9,18.1,-85.6,hurricane,2,90,981,109.3241,40.2773,7
Paula-2010,Paula,10/13/2010 0:00,2010,10,13,0,19.6,-86,18.8,-85.9,hurricane,2,90,981,109.3241,40.2773,8
Paula-2010,Paula,10/13/2010 6:00,2010,10,13,6,20.3,-86,19.6,-86,hurricane,2,85,984,109.3241,28.7695,9
Paula-2010,Paula,10/13/2010 12:00,2010,10,13,12,20.9,-85.9,20.3,-86,hurricane,2,85,987,109.3241,28.7695,10
Paula-2010,Paula,10/13/2010 18:00,2010,10,13,18,21.4,-85.8,20.9,-85.9,hurricane,1,75,990,103.5702,23.0156,11
Paula-2010,Paula,10/14/2010 0:00,2010,10,14,0,21.8,-85.6,21.4,-85.8,hurricane,1,75,993,103.5702,23.0156,12
Paula-2010,Paula,10/14/2010 6:00,2010,10,14,6,22.2,-85.2,21.8,-85.6,hurricane,1,70,995,103.5702,23.0156,13
Paula-2010,Paula,10/14/2010 12:00,2010,10,14,12,22.6,-84.5,22.2,-85.2,tropical storm,0,60,999,103.5702,0,14
Paula-2010,Paula,10/14/2010 15:00,2010,10,14,15,22.7,-83.9,22.6,-84.5,tropical storm,0,55,1000,103.5702,0,15
Paula-2010,Paula,10/14/2010 18:00,2010,10,14,18,22.8,-83.5,22.7,-83.9,tropical storm,0,50,1001,103.5702,0,16
Paula-2010,Paula,10/15/2010 0:00,2010,10,15,0,22.9,-82,22.8,-83.5,tropical storm,0,40,1004,92.0624,0,17
Paula-2010,Paula,10/15/2010 6:00,2010,10,15,6,22.9,-80.9,22.9,-82,tropical depression,-1,30,1008,0,0,18
Richard-2010,Richard,10/20/2010 6:00,2010,10,20,6,17.8,-82.8,17.8,-82.8,tropical depression,-1,30,1008,0,0,0
Richard-2010,Richard,10/20/2010 12:00,2010,10,20,12,17.8,-82.3,17.8,-82.8,tropical depression,-1,30,1008,0,0,1
Richard-2010,Richard,10/20/2010 18:00,2010,10,20,18,17.6,-81.8,17.8,-82.3,tropical depression,-1,30,1008,0,0,2
Richard-2010,Richard,10/21/2010 0:00,2010,10,21,0,17.3,-81.3,17.6,-81.8,tropical depression,-1,30,1007,0,0,3
Richard-2010,Richard,10/21/2010 6:00,2010,10,21,6,17,-80.9,17.3,-81.3,tropical depression,-1,30,1007,0,0,4
Richard-2010,Richard,10/21/2010 12:00,2010,10,21,12,16.7,-80.6,17,-80.9,tropical storm,0,35,1006,103.5702,0,5
Richard-2010,Richard,10/21/2010 18:00,2010,10,21,18,16.3,-80.4,16.7,-80.6,tropical storm,0,35,1006,103.5702,0,6
Richard-2010,Richard,10/22/2010 0:00,2010,10,22,0,16,-80.5,16.3,-80.4,tropical storm,0,35,1007,103.5702,0,7
Richard-2010,Richard,10/22/2010 6:00,2010,10,22,6,15.9,-80.7,16,-80.5,tropical storm,0,35,1005,103.5702,0,8
Richard-2010,Richard,10/22/2010 12:00,2010,10,22,12,15.8,-81,15.9,-80.7,tropical storm,0,35,1006,103.5702,0,9
Richard-2010,Richard,10/22/2010 18:00,2010,10,22,18,15.8,-81.5,15.8,-81,tropical storm,0,40,1006,86.3085,0,10
Richard-2010,Richard,10/23/2010 0:00,2010,10,23,0,15.8,-82.1,15.8,-81.5,tropical storm,0,40,1006,86.3085,0,11
Richard-2010,Richard,10/23/2010 6:00,2010,10,23,6,15.8,-82.6,15.8,-82.1,tropical storm,0,45,1004,86.3085,0,12
Richard-2010,Richard,10/23/2010 12:00,2010,10,23,12,15.9,-83.1,15.8,-82.6,tropical storm,0,50,1000,138.0936,0,13
Richard-2010,Richard,10/23/2010 18:00,2010,10,23,18,16,-83.6,15.9,-83.1,tropical storm,0,55,998,138.0936,0,14
Richard-2010,Richard,10/24/2010 0:00,2010,10,24,0,16.2,-84.3,16,-83.6,tropical storm,0,60,995,149.6014,0,15
Richard-2010,Richard,10/24/2010 6:00,2010,10,24,6,16.5,-85.2,16.2,-84.3,hurricane,1,65,992,149.6014,11.5078,16
Richard-2010,Richard,10/24/2010 12:00,2010,10,24,12,16.8,-86.3,16.5,-85.2,hurricane,1,75,990,161.1092,28.7695,17
Richard-2010,Richard,10/24/2010 18:00,2010,10,24,18,17,-87.3,16.8,-86.3,hurricane,1,80,984,161.1092,28.7695,18
Richard-2010,Richard,10/25/2010 0:00,2010,10,25,0,17.2,-88.3,17,-87.3,hurricane,2,85,977,161.1092,28.7695,19
Richard-2010,Richard,10/25/2010 6:00,2010,10,25,6,17.4,-89.2,17.2,-88.3,hurricane,1,65,988,126.5858,17.2617,20
Richard-2010,Richard,10/25/2010 12:00,2010,10,25,12,17.7,-90,17.4,-89.2,tropical storm,0,40,997,126.5858,0,21
Richard-2010,Richard,10/25/2010 18:00,2010,10,25,18,18,-90.8,17.7,-90,tropical depression,-1,30,1000,0,0,22
Shary-2010,Shary,10/28/2010 18:00,2010,10,28,18,25.6,-61.2,25.6,-61.2,tropical depression,-1,30,1006,0,0,0
Shary-2010,Shary,10/29/2010 0:00,2010,10,29,0,26.8,-63,25.6,-61.2,tropical storm,0,35,1004,155.3553,0,1
Shary-2010,Shary,10/29/2010 6:00,2010,10,29,6,28.1,-64.6,26.8,-63,tropical storm,0,40,1002,155.3553,0,2
Shary-2010,Shary,10/29/2010 12:00,2010,10,29,12,29.3,-65.9,28.1,-64.6,tropical storm,0,50,998,155.3553,0,3
Shary-2010,Shary,10/29/2010 18:00,2010,10,29,18,30.2,-65.8,29.3,-65.9,tropical storm,0,55,993,155.3553,0,4
Shary-2010,Shary,10/30/2010 0:00,2010,10,30,0,31.3,-64,30.2,-65.8,hurricane,1,65,990,149.6014,11.5078,5
Shary-2010,Shary,10/30/2010 6:00,2010,10,30,6,32.9,-60.9,31.3,-64,hurricane,1,65,989,172.617,11.5078,6
Shary-2010,Shary,10/30/2010 12:00,2010,10,30,12,35.1,-57.2,32.9,-60.9,hurricane,1,65,991,172.617,11.5078,7
Tomas-2010,Tomas,10/29/2010 6:00,2010,10,29,6,9,-53.7,9,-53.7,tropical depression,-1,30,1006,0,0,0
